"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.task_link","Answer.feedback","Answer.surveycode","Approve","Reject"
"34R0BODSQB9T4RK6EBX0U1CNV1P5EX","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 10:15:57 PDT 2022","1","BatchId:4739305;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 10:15:57 PDT 2022","","","3X08E93BH6SOX0PZ3ET8Y3TYDDP66J","A2JP9IKRHNLRPI","Submitted","Fri May 13 10:16:03 PDT 2022","Fri May 13 10:26:28 PDT 2022","Mon May 16 10:26:28 PDT 2022","","","","625","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_4_fixed_100_0","{}","7429238AFA"
"3QX22DUVPYR8E9RY103WB7BVHRHVMI","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 10:15:57 PDT 2022","1","BatchId:4739305;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 10:15:57 PDT 2022","","","3VW6495TLUASZ49BFGJS0LXKBXAYYA","A2JP9IKRHNLRPI","Submitted","Fri May 13 10:16:01 PDT 2022","Fri May 13 10:25:48 PDT 2022","Mon May 16 10:25:48 PDT 2022","","","","587","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_4_fixed_100_1","{}","FEBD506928"
"3MNJFORX9LELA5K29MH6CJXN7245FF","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 10:15:57 PDT 2022","1","BatchId:4739305;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 10:15:57 PDT 2022","","","3PW9OPU9P1U58D51A65ODUL5PXC124","A2JP9IKRHNLRPI","Submitted","Fri May 13 10:39:19 PDT 2022","Fri May 13 10:50:11 PDT 2022","Mon May 16 10:50:11 PDT 2022","","","","652","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_4_fixed_100_2","{}","3544F249B1"
"3TLFH2L6ZJY3UDJGMNKXVG9CE1L2TJ","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 10:15:58 PDT 2022","1","BatchId:4739305;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 10:15:58 PDT 2022","","","3LUY3GC63AAFB6L91KX9AHKB3T17PR","A2JP9IKRHNLRPI","Submitted","Fri May 13 10:27:59 PDT 2022","Fri May 13 10:42:39 PDT 2022","Mon May 16 10:42:39 PDT 2022","","","","880","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_4_fixed_100_3","{}","8EDAAE4C28"
"3WYZV0QBGTN4Z7SWAQE5LCXML3LXBY","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 10:15:58 PDT 2022","1","BatchId:4739305;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 10:15:58 PDT 2022","","","3NS0A6KXCFISI3YGHWZ57SZICVQGZN","A2JP9IKRHNLRPI","Submitted","Fri May 13 10:25:11 PDT 2022","Fri May 13 10:39:15 PDT 2022","Mon May 16 10:39:15 PDT 2022","","","","844","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_4_fixed_100_4","{}","21A56A06F2"
"3A520CCNXXAQAXWN97OH2CS9NFQAE8","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 10:15:58 PDT 2022","1","BatchId:4739305;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 10:15:58 PDT 2022","","","3DBQWDE4YH80LHVDXC5K881KC84N5V","A320QA9HJFUOZO","Submitted","Fri May 13 10:27:03 PDT 2022","Fri May 13 10:54:09 PDT 2022","Mon May 16 10:54:09 PDT 2022","","","","1626","100% (8/8)","100% (8/8)","0% (0/0)","http:/3.83.245.205:3000/20220513_4_fixed_100_5","thanks","B0C3C4E17E"
"3OWZNK3RZVZIUQY5MSA70CVEXFS2UA","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 10:15:58 PDT 2022","1","BatchId:4739305;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 10:15:58 PDT 2022","","","3X31TUMD78WB9ZR9KCNTSQKEVXY1LO","A2JP9IKRHNLRPI","Submitted","Fri May 13 10:16:00 PDT 2022","Fri May 13 10:25:24 PDT 2022","Mon May 16 10:25:24 PDT 2022","","","","564","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_4_fixed_100_6","{}","AE6AD82DCD"
"33NKDW9FG7SN9CK2OQA0WW343OLXC5","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 10:15:58 PDT 2022","1","BatchId:4739305;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 10:15:58 PDT 2022","","","3TMFV4NEPJO9VTNTNB3AGBO27AE8WE","A320QA9HJFUOZO","Submitted","Fri May 13 10:49:38 PDT 2022","Fri May 13 11:08:44 PDT 2022","Mon May 16 11:08:44 PDT 2022","","","","1146","100% (8/8)","100% (8/8)","0% (0/0)","http:/3.83.245.205:3000/20220513_4_fixed_100_7","thanks","93E6B45243"
"302U8RURK9BEWRCYD1IWOM0VMHRVNI","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 10:15:58 PDT 2022","1","BatchId:4739305;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 10:15:58 PDT 2022","","","3TVRFO09GVPJZ0C2R580NZOF0CHXLG","A1SX8IVV82M0LW","Submitted","Fri May 13 10:38:24 PDT 2022","Fri May 13 10:39:42 PDT 2022","Mon May 16 10:39:42 PDT 2022","","","","78","100% (8/8)","100% (8/8)","100% (2/2)","http:/3.83.245.205:3000/20220513_4_fixed_100_8","{}","719619311E"
"3XUSYT70J3BPHEK5LAG47OYBEHDD0R","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 10:15:58 PDT 2022","1","BatchId:4739305;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 10:15:58 PDT 2022","","","3WI0P0II6C2G4S2Y5P4KF4UMQMSDRI","A2Y2TURT2VEYZN","Submitted","Fri May 13 10:29:37 PDT 2022","Fri May 13 10:32:14 PDT 2022","Mon May 16 10:32:14 PDT 2022","","","","157","100% (224/224)","100% (224/224)","100% (30/30)","http:/3.83.245.205:3000/20220513_4_fixed_100_9","{}","33832E2800"
