"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.task_link","Answer.feedback","Answer.surveycode","Approve","Reject"
"3QHITW7OZYJF70MSIYJHWTHN6I8QAU","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 06:25:30 PDT 2022","1","BatchId:4739105;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 06:25:30 PDT 2022","","","33LK57MYL4FV8877CWTMW6IL059SZ6","A2JP9IKRHNLRPI","Submitted","Fri May 13 06:46:05 PDT 2022","Fri May 13 07:02:00 PDT 2022","Mon May 16 07:02:00 PDT 2022","","","","955","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_1_fixed_100_100","{}","B1599B768C"
"3QGTX7BCIZCRFMB2AYBDFBD5J7S5ZX","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 06:25:29 PDT 2022","1","BatchId:4739105;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 06:25:29 PDT 2022","","","37QW5D2ZRRWGOC6K36T9JMLH1W48SJ","A2JP9IKRHNLRPI","Submitted","Fri May 13 06:53:06 PDT 2022","Fri May 13 07:09:59 PDT 2022","Mon May 16 07:09:59 PDT 2022","","","","1013","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_1_fixed_100_101","{}","459382446D"
"3E24UO25R90BZMX9D8A1RJK1VY0O6U","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 06:25:30 PDT 2022","1","BatchId:4739105;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 06:25:30 PDT 2022","","","351SEKWQSBRP7CP60H83T50CKYIDMH","A320QA9HJFUOZO","Submitted","Fri May 13 06:46:58 PDT 2022","Fri May 13 07:14:14 PDT 2022","Mon May 16 07:14:14 PDT 2022","","","","1636","100% (8/8)","100% (8/8)","0% (0/0)","http:/3.83.245.205:3000/20220513_1_fixed_100_102","thanks","C520787BB4"
"3NI0WFPPJJQQW55QBN8Q1IOJXVK60M","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 06:25:30 PDT 2022","1","BatchId:4739105;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 06:25:30 PDT 2022","","","3OE22WJIGTY29TYKE559KEO5GZ9UQU","A2JP9IKRHNLRPI","Submitted","Fri May 13 06:45:14 PDT 2022","Fri May 13 07:01:06 PDT 2022","Mon May 16 07:01:06 PDT 2022","","","","952","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_1_fixed_100_103","{}","48351815F2"
"3X4Q1O9UCRWU3MBEWIFTXXKXQ9KO7T","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 06:25:30 PDT 2022","1","BatchId:4739105;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 06:25:30 PDT 2022","","","30JNVC0ORKUX47S0E6YA1ZZFMQ5QHL","A2Y2TURT2VEYZN","Submitted","Fri May 13 06:40:44 PDT 2022","Fri May 13 06:50:41 PDT 2022","Mon May 16 06:50:41 PDT 2022","","","","597","100% (224/224)","100% (224/224)","100% (30/30)","http:/3.83.245.205:3000/20220513_1_fixed_100_104","{}","BC82F5441C"
"3ZQX1VYFUNFY30GX6N7ZBXGS1TQO8G","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 06:25:30 PDT 2022","1","BatchId:4739105;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 06:25:30 PDT 2022","","","3EG49X3515M1GF9V412YYG6IAGGX6U","A3T9WZOUQGE2UW","Submitted","Fri May 13 06:55:03 PDT 2022","Fri May 13 07:01:10 PDT 2022","Mon May 16 07:01:10 PDT 2022","","","","367","100% (68/68)","100% (68/68)","100% (59/59)","http:/3.83.245.205:3000/20220513_1_fixed_100_105","{}","BAB47FB8C6"
"335VBRURETAC5EMIH1AH6HHPHX2E9R","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 06:25:30 PDT 2022","1","BatchId:4739105;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 06:25:30 PDT 2022","","","3MRNMEIQWGG51U7L057OTSLNKTRLDM","A2JP9IKRHNLRPI","Submitted","Fri May 13 06:46:29 PDT 2022","Fri May 13 07:02:59 PDT 2022","Mon May 16 07:02:59 PDT 2022","","","","990","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_1_fixed_100_106","{}","C905A7DD94"
"3QO7EE373YXKQARKOCJDR41TO0TQBP","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 06:25:30 PDT 2022","1","BatchId:4739105;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 06:25:30 PDT 2022","","","3X31TUMD78WB9ZR9KCNTSQKEVWPL1X","A2JP9IKRHNLRPI","Submitted","Fri May 13 06:50:39 PDT 2022","Fri May 13 07:07:54 PDT 2022","Mon May 16 07:07:54 PDT 2022","","","","1035","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_1_fixed_100_107","{}","E5D5BAF347"
"306W7JMRZ88EK6RO2I2D5DGTUU7B8Z","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 06:25:30 PDT 2022","1","BatchId:4739105;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 06:25:30 PDT 2022","","","3A4NIXBJ7H985ODYDY6RCI8HT6FLMY","A1HMZJ59OPLD1P","Submitted","Fri May 13 06:29:14 PDT 2022","Fri May 13 06:40:51 PDT 2022","Mon May 16 06:40:51 PDT 2022","","","","697","100% (44/44)","100% (44/44)","100% (2/2)","http:/3.83.245.205:3000/20220513_1_fixed_100_108","No comment","987355F7F6"
"3MDWE879VRCEYBAY7A8R59B4E0PB9O","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 06:25:30 PDT 2022","1","BatchId:4739105;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 06:25:30 PDT 2022","","","37QW5D2ZRRWGOC6K36T9JMLH1W38SI","A2JP9IKRHNLRPI","Submitted","Fri May 13 06:47:48 PDT 2022","Fri May 13 07:04:53 PDT 2022","Mon May 16 07:04:53 PDT 2022","","","","1025","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_1_fixed_100_109","{}","7C53396F2D"
