"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.task_link","Answer.feedback","Answer.surveycode","Approve","Reject"
"3HEADTGN3Z2ZBP4Q68ZDX655NEFVR5","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:48 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:48 PDT 2022","","","3F6KKYWMNMBVPUA6CIN36KPCPPXNDY","ADOV0TU2G016A","Submitted","Fri May 13 09:49:59 PDT 2022","Fri May 13 09:58:27 PDT 2022","Mon May 16 09:58:27 PDT 2022","","","","508","100% (33/33)","100% (33/33)","100% (25/25)","http:/3.83.245.205:3000/20220513_3_fixed_100_400","{}","C70511FCF2"
"3HA5ODM5LK2BC443LXZINGA19GYVST","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:48 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:48 PDT 2022","","","3BWI6RSP7RJBEFWJS6HYG5L7PMVE79","A320QA9HJFUOZO","Submitted","Fri May 13 10:02:17 PDT 2022","Fri May 13 10:49:28 PDT 2022","Mon May 16 10:49:28 PDT 2022","","","","2831","100% (8/8)","100% (8/8)","0% (0/0)","http:/3.83.245.205:3000/20220513_3_fixed_100_401","thanks","FB6E555937"
"39O6Z4JLYC7J8LQ2F755MORTOV0XV3","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:48 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:48 PDT 2022","","","3UWN2HHPU9F1RJTO98IS1JBCQS3SNT","A2Y2TURT2VEYZN","Submitted","Fri May 13 09:36:48 PDT 2022","Fri May 13 09:53:48 PDT 2022","Mon May 16 09:53:48 PDT 2022","","","","1020","100% (224/224)","100% (224/224)","100% (30/30)","http:/3.83.245.205:3000/20220513_3_fixed_100_402","{}","7299B4D34E"
"3Z33IC0JDAWT7P84CRZR6L5BHSA9VX","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:48 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:48 PDT 2022","","","34BBWHLWHLL2KZZ6WXF1T0IGA6NIW0","A1HMZJ59OPLD1P","Submitted","Fri May 13 11:18:25 PDT 2022","Fri May 13 11:21:58 PDT 2022","Mon May 16 11:21:58 PDT 2022","","","","213","100% (44/44)","100% (44/44)","100% (2/2)","http:/3.83.245.205:3000/20220513_3_fixed_100_403","{}","CEAB6BD62B"
"3Y3CZJSZAU3IDVPB0HH0T8B6AQE5R9","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:48 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:48 PDT 2022","","","3Z4AIRP3CHN69T8YYVQH3KF1267X15","A2Y2TURT2VEYZN","Submitted","Fri May 13 10:11:17 PDT 2022","Fri May 13 10:21:04 PDT 2022","Mon May 16 10:21:04 PDT 2022","","","","587","100% (224/224)","100% (224/224)","100% (30/30)","http:/3.83.245.205:3000/20220513_3_fixed_100_404","{}","57530253FD"
"3J9L0X0VEPW6ME89214NSNOPO1C9W7","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:48 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:48 PDT 2022","","","3WS1NTTKE9MP2IWV2IGVJ8WKT930FC","ADOV0TU2G016A","Submitted","Fri May 13 09:51:48 PDT 2022","Fri May 13 10:08:43 PDT 2022","Mon May 16 10:08:43 PDT 2022","","","","1015","100% (33/33)","100% (33/33)","100% (25/25)","http:/3.83.245.205:3000/20220513_3_fixed_100_405","{}","20B8E90CB9"
"3PR3LXCWTP9LBEDZC609U62WX3I9X0","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","3IXQG4FA248HLV8SXCDSTT6SHF1B9D","A2JP9IKRHNLRPI","Submitted","Fri May 13 09:38:27 PDT 2022","Fri May 13 09:50:40 PDT 2022","Mon May 16 09:50:40 PDT 2022","","","","733","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_3_fixed_100_406","{}","5AD2217DBE"
"3YZ7A3YHSF3UEAPOF6H5JIG2WSX5SX","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","3ZOTGHDK5TLJ94T0ANI5G8BHG28OS4","A320QA9HJFUOZO","Submitted","Fri May 13 09:33:51 PDT 2022","Fri May 13 10:02:49 PDT 2022","Mon May 16 10:02:49 PDT 2022","","","","1738","100% (8/8)","100% (8/8)","0% (0/0)","http:/3.83.245.205:3000/20220513_3_fixed_100_407","perfect match - score 0.3333333333333333","AE7773D977"
"3U18MJKL24WIXI6YMKNRYUC61ABCN0","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","3NOKK93PRCIWNUBTFEV4MFDOB9YEEU","ADOV0TU2G016A","Submitted","Fri May 13 09:54:13 PDT 2022","Fri May 13 10:22:18 PDT 2022","Mon May 16 10:22:18 PDT 2022","","","","1685","100% (33/33)","100% (33/33)","100% (25/25)","http:/3.83.245.205:3000/20220513_3_fixed_100_408","{}","7058E2BE32"
"3S1L4CQSG7FIGBWJ4I8NKUD9ZG4FAU","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","3HHRAGRYXJF14PX11HIEZD6ROEO9OJ","ADOV0TU2G016A","Submitted","Fri May 13 09:54:49 PDT 2022","Fri May 13 10:24:38 PDT 2022","Mon May 16 10:24:38 PDT 2022","","","","1789","100% (33/33)","100% (33/33)","100% (25/25)","http:/3.83.245.205:3000/20220513_3_fixed_100_409","{}","0C440809DA"
"329E6HTMT6CTCCPCWEKADZR812T3KO","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","3DHE4R9OC7L2CSV4SPQRKHPBRMWG2K","A2Y2TURT2VEYZN","Submitted","Fri May 13 10:56:21 PDT 2022","Fri May 13 11:04:04 PDT 2022","Mon May 16 11:04:04 PDT 2022","","","","463","100% (224/224)","100% (224/224)","100% (30/30)","http:/3.83.245.205:3000/20220513_3_fixed_100_410","{}","2FEEBAD9B4"
"3S8APUMBK7TNZL1BAW8JF5XFHYPFBP","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","3QL2OFSM9HSLK24SCMSSME7U4PHCNJ","A2JP9IKRHNLRPI","Submitted","Fri May 13 09:29:07 PDT 2022","Fri May 13 09:36:49 PDT 2022","Mon May 16 09:36:49 PDT 2022","","","","462","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_3_fixed_100_411","{}","2B0943A625"
"3IH9TRB0GL96WEL997LFCQXYBEQI10","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","3FTF2T8WL2S99Y63S39OG7JDRGI9WQ","AR0VJ5XRG16UJ","Submitted","Fri May 13 09:29:11 PDT 2022","Fri May 13 10:01:50 PDT 2022","Mon May 16 10:01:50 PDT 2022","","","","1959","100% (240/240)","100% (237/237)","100% (26/26)","http:/3.83.245.205:3000/20220513_3_fixed_100_412","{}","E0D3AB4DED"
"379OL9DBT2OABJ39H2MBDK95Z9C9Y6","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","3X65QVEQIBXVW21709CD9M35ZUHCLH","AR0VJ5XRG16UJ","Submitted","Fri May 13 09:29:04 PDT 2022","Fri May 13 09:51:03 PDT 2022","Mon May 16 09:51:03 PDT 2022","","","","1319","100% (240/240)","100% (237/237)","100% (26/26)","http:/3.83.245.205:3000/20220513_3_fixed_100_413","{}","BA44D0619F"
"3KI0JD2ZVBS4EG5AWMTZGXY659V76S","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","317HQ483II2CX5QS4WOEXH5PHU1NIW","A2JP9IKRHNLRPI","Submitted","Fri May 13 09:31:26 PDT 2022","Fri May 13 09:43:25 PDT 2022","Mon May 16 09:43:25 PDT 2022","","","","719","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_3_fixed_100_414","{}","4ADE992BF1"
"33KMQD9OGTONIGJFFWYRMBY20KF77R","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","30JNVC0ORKUX47S0E6YA1ZZFMSFQHZ","A1HMZJ59OPLD1P","Submitted","Fri May 13 10:06:02 PDT 2022","Fri May 13 10:21:52 PDT 2022","Mon May 16 10:21:52 PDT 2022","","","","950","100% (44/44)","100% (44/44)","100% (2/2)","http:/3.83.245.205:3000/20220513_3_fixed_100_415","{}","6A470E870D"
"37SOB9Z0T274WI7UHEWBSZ4NQ2Y3LR","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","37C0GNLMHQDNI94ED11M493QUZ9D6F","A320QA9HJFUOZO","Submitted","Fri May 13 09:51:50 PDT 2022","Fri May 13 10:22:10 PDT 2022","Mon May 16 10:22:10 PDT 2022","","","","1820","100% (8/8)","100% (8/8)","0% (0/0)","http:/3.83.245.205:3000/20220513_3_fixed_100_416","thanks","B505268805"
"3Q2T3FD0PXIO20PFHQXQSCJCQ7O3MT","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","3DI28L7YXLOX3THH3Q0PFVUUM0Q1EU","A320QA9HJFUOZO","Submitted","Fri May 13 09:33:51 PDT 2022","Fri May 13 10:01:07 PDT 2022","Mon May 16 10:01:07 PDT 2022","","","","1636","100% (8/8)","100% (8/8)","0% (0/0)","http:/3.83.245.205:3000/20220513_3_fixed_100_417","thanks","82B1A80399"
"341YLJU22S9DLZ35SBLTH9733K4I2H","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","32UTUBMZ7R6FI2LV0DIOLBVP87IVBB","A2JP9IKRHNLRPI","Submitted","Fri May 13 09:29:10 PDT 2022","Fri May 13 09:38:25 PDT 2022","Mon May 16 09:38:25 PDT 2022","","","","555","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_3_fixed_100_418","{}","35EEF0020A"
"307L9TDWK82UKIAFTRCQ5R8CVXY3NT","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","37TD41K0ASJI0FWXKI9EL8H0ROPCSV","AR0VJ5XRG16UJ","Submitted","Fri May 13 09:29:14 PDT 2022","Fri May 13 10:03:18 PDT 2022","Mon May 16 10:03:18 PDT 2022","","","","2044","100% (240/240)","100% (237/237)","100% (26/26)","http:/3.83.245.205:3000/20220513_3_fixed_100_419","{}","46E4F91E35"
"3PUOXASB6HDAG9DEDOOURRI753G9ZX","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","3NS0A6KXCFISI3YGHWZ57SZICVKGZH","A1HMZJ59OPLD1P","Submitted","Fri May 13 09:42:32 PDT 2022","Fri May 13 09:59:32 PDT 2022","Mon May 16 09:59:32 PDT 2022","","","","1020","100% (44/44)","100% (44/44)","100% (2/2)","http:/3.83.245.205:3000/20220513_3_fixed_100_420","{}","DB49D798F3"
"3TUOHPJXZR7WNAQ75HA18QA7V42XWD","3H63IRCKXDPWH0CR61AJQ1E6PHQ8EE","Amazon Shopping Game [Some scoring bugs fixed; server speed improved]","Navigate the simulated Amazon shopping site to buy requested product.","","$0.70","Fri May 13 09:28:49 PDT 2022","1","BatchId:4739260;OriginalHitTemplateId:920937340;","3600","259200","Mon May 16 09:28:49 PDT 2022","","","3BV8HQ2ZZ7BPK212TRAKE8VK9W76A1","A2JP9IKRHNLRPI","Submitted","Fri May 13 09:30:57 PDT 2022","Fri May 13 09:42:21 PDT 2022","Mon May 16 09:42:21 PDT 2022","","","","684","100% (346/346)","100% (332/332)","100% (33/33)","http:/3.83.245.205:3000/20220513_3_fixed_100_421","{}","2E088882B2"
